"A_gene_name"	"B_gene_name"	"from"	"to"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"	"pval_PPI_enrich"	"pubmed_ids"
    PMID:16145661, PMID:16141223, PMID:16103123, PMID:16014629, PMID:16011804, PMID:16000382, PMID:15972961, PMID:15958385, PMID:15940829, PMID:15890777, PMID:15665098, PMID:15644323, PMID:15614725, PMID:15592359, PMID:15574741, PMID:15549135, PMID:15448134, PMID:15299016, PMID:15294909, PMID:15274632, PMID:15257293, PMID:15247291, PMID:15240571, PMID:15220354, PMID:15215237, PMID:15187023, PMID:15163359, PMID:15123653, PMID:15105831, PMID:15102905, 
    PMID:14973298, PMID:14734656, PMID:14724271, PMID:14623820, PMID:14585160, PMID:12966028, PMID:12944419, PMID:12917438, PMID:12917292, PMID:12885769, PMID:12857757, PMID:12826675, PMID:12821663, PMID:12815056, PMID:12808018, PMID:12777371, PMID:12771124, PMID:12756167, PMID:12740439, PMID:12716934, PMID:12697771, PMID:12692078, PMID:12660785, PMID:12639958, PMID:12631384, PMID:12588845, PMID:12584255, PMID:12522139, PMID:12438432, PMID:12388777, 
    PMID:12223532, PMID:12223465, PMID:12198112, PMID:12193407, PMID:12147673, PMID:12130643, PMID:12048259, PMID:12032140, PMID:11943765, PMID:11896189, PMID:11884509, PMID:11877420, PMID:11869933, PMID:11782316, PMID:11782315, PMID:11781576, PMID:11432849, PMID:11230145, PMID:10617772"
"dx"	"nct"	"7227.FBpp0070876"	"7227.FBpp0291079"	0	0	0	0	0	136	0	0	0	0	0	359	0	422	0	"PMID:8725234, PMID:8601489, PMID:24528630, PMID:24244188, PMID:22720165, PMID:22111016, PMID:20530696, PMID:19995916, PMID:19779553, PMID:19340001, PMID:19189643, PMID:18628966, PMID:17404512, PMID:16818743, PMID:16542414, PMID:16291593, PMID:15187023, PMID:14623820, PMID:11884509, PMID:11425854"
"aph-1"	"nct"	"7227.FBpp0077400"	"7227.FBpp0291079"	0	0	0	0	0	0	0	0	793	900	499	952	545	999	0	"PMID:24959528, PMID:24704358, PMID:24403873, PMID:24391587, PMID:24252417, PMID:24244188, PMID:24108142, PMID:23609534, PMID:23504135, PMID:23238734, PMID:22783199, PMID:22547976, PMID:22049413, PMID:21979940, PMID:21795536, PMID:21775282, PMID:21768095, PMID:21685396, PMID:21677357, PMID:21636854, PMID:21533193, PMID:21476939, PMID:21445342, PMID:21310068, PMID:20937894, PMID:20570903, PMID:20552046, PMID:20530696, PMID:20299451, PMID:19783945, 
    PMID:19578515, PMID:19519249, PMID:19494151, PMID:19415127, PMID:19276086, PMID:19114997, PMID:19067488, PMID:18834536, PMID:18697993, PMID:18599481, PMID:18550769, PMID:18497317, PMID:18474109, PMID:17988153, PMID:17965014, PMID:17928364, PMID:17890228, PMID:17878232, PMID:17650315, PMID:17387279, PMID:17329245, PMID:17259169, PMID:17245125, PMID:17148788, PMID:16675392, PMID:16507571, PMID:16384915, PMID:16291593, PMID:16234244, PMID:16103123, 
    PMID:15644323, PMID:15634781, PMID:15592359, PMID:15299016, PMID:15220354, PMID:15215237, PMID:15123653, PMID:15105831, PMID:15102905, PMID:15069204, PMID:15039426, PMID:12777371, PMID:12771124, PMID:12660785, PMID:12522139, PMID:12147673"
"smo"	"nct"	"7227.FBpp0077788"	"7227.FBpp0291079"	0	0	0	0	0	374	0	0	0	0	0	80	0	399	0	"PMID:24977024, PMID:24043949, PMID:23032367, PMID:20971825, PMID:20385725, PMID:19474148, PMID:19189643, PMID:18829843, PMID:17712480, PMID:17640486"
"fng"	"nct"	"7227.FBpp0077925"	"7227.FBpp0291079"	0	0	0	0	0	0	0	0	0	0	0	353	0	353	0	"PMID:24793865, PMID:24704358, PMID:24499518, PMID:24043949, PMID:22720165, PMID:22587874, PMID:22111016, PMID:21775282, PMID:21262834, PMID:20971825, PMID:20711994, PMID:20530696, PMID:19995916, PMID:19779553, PMID:19255248, PMID:18497317, PMID:17761886, PMID:17409286, PMID:17376817, PMID:17215299, PMID:17148788, PMID:16818743, PMID:16542414, PMID:16489059, PMID:16291593, PMID:16141223, PMID:15940829, PMID:14973298, PMID:12917292, PMID:12756167, 
    PMID:11884509, PMID:11577080, PMID:10357943"
"neur"	"nct"	"7227.FBpp0081481"	"7227.FBpp0291079"	0	0	0	0	0	172	0	0	0	0	0	221	0	327	0	"PMID:8725234, PMID:8601489, PMID:24704358, PMID:24528630, PMID:23609534, PMID:20711994, PMID:20530696, PMID:19255248, PMID:18497317, PMID:17761886, PMID:17409286, PMID:16489059, PMID:16141223, PMID:16000382, PMID:14973298, PMID:14623820, PMID:11884509"
"H"	"nct"	"7227.FBpp0083322"	"7227.FBpp0291079"	0	0	0	0	0	249	0	0	0	0	0	0	0	248	0	"NA"
"Ser"	"nct"	"7227.FBpp0084498"	"7227.FBpp0291079"	0	0	0	0	0	0	0	0	0	0	0	0	638	638	0	"PMID:20090208"
"Tace"	"nct"	"7227.FBpp0084917"	"7227.FBpp0291079"	0	0	0	0	0	0	0	0	0	0	0	632	167	680	0	"PMID:24959528, PMID:24410826, PMID:24244188, PMID:24043949, PMID:23172856, PMID:22590650, PMID:21979940, PMID:21685396, PMID:21559374, PMID:20971825, PMID:20868222, PMID:20711994, PMID:20687300, PMID:19415127, PMID:19340001, PMID:19255248, PMID:19189643, PMID:19075186, PMID:19067488, PMID:19059839, PMID:18650430, PMID:18628966, PMID:18497317, PMID:18411416, PMID:17761886, PMID:17409286, PMID:17376817, PMID:17245125, PMID:17148788, PMID:16930452, 
    PMID:16415249, PMID:15958385, PMID:15240571, PMID:15187023, PMID:15123653, PMID:15105831, PMID:14973298, PMID:12223532, PMID:11884509, PMID:11425854"
"lin19"	"nct"	"7227.FBpp0087921"	"7227.FBpp0291079"	0	0	0	0	0	370	0	0	0	0	0	0	0	370	0	"PMID:24977024, PMID:21474436, PMID:21194351, PMID:19309256, PMID:17286867"
"Hey"	"nct"	"7227.FBpp0087945"	"7227.FBpp0291079"	0	0	0	0	0	0	0	0	0	0	0	287	76	313	0	"PMID:2841403, PMID:24959528, PMID:23050046, PMID:23032367, PMID:23028357, PMID:23024817, PMID:22617385, PMID:22572828, PMID:22339371, PMID:21956590, PMID:21893939, PMID:21282611, PMID:20971825, PMID:20881124, PMID:20852131, PMID:20686363, PMID:20530696, PMID:20458166, PMID:19737088, PMID:19737086, PMID:19684456, PMID:19186998, PMID:19059839, PMID:18697993, PMID:17511024, PMID:17409286, PMID:17376817, PMID:17247703, PMID:16670760, PMID:16489059, 
    PMID:16341263, PMID:16291593, PMID:15745965"
"gro"	"nct"	"7227.FBpp0089115"	"7227.FBpp0291079"	0	0	0	0	0	137	0	0	0	0	0	103	0	192	0	"PMID:9729611, PMID:8725234, PMID:24073229, PMID:22720165, PMID:21262834, PMID:20711994, PMID:17761886, PMID:14623820, PMID:12223465, PMID:10357943, PMID:10101116"
"kuz"	"nct"	"7227.FBpp0111799"	"7227.FBpp0291079"	0	0	0	0	0	159	0	0	0	900	0	639	489	982	0	"PMID:24959218, PMID:24704358, PMID:24528630, PMID:24410826, PMID:24244188, PMID:24108142, PMID:24043949, PMID:23238734, PMID:22783199, PMID:22720165, PMID:22547976, PMID:22398391, PMID:22254144, PMID:22086926, PMID:21979940, PMID:20852131, PMID:20711994, PMID:20530696, PMID:20460383, PMID:20393191, PMID:20220101, PMID:20130175, PMID:19923287, PMID:19763259, PMID:19723764, PMID:19701455, PMID:19578515, PMID:19415127, PMID:19255248, PMID:19114997, 
    PMID:19067488, PMID:19059839, PMID:18650430, PMID:18411416, PMID:18340337, PMID:18281458, PMID:18184369, PMID:18038275, PMID:17878232, PMID:17761886, PMID:17496832, PMID:17259169, PMID:17148788, PMID:16944319, PMID:16930452, PMID:16489059, PMID:16444901, PMID:15958385, PMID:15574741, PMID:15549135, PMID:15448134, PMID:15105831, PMID:14973298, PMID:14623820, PMID:12917292, PMID:12826675, PMID:12438432, PMID:12223532"
"Nup153"	"nct"	"7227.FBpp0112385"	"7227.FBpp0291079"	0	0	0	0	0	326	0	0	0	0	0	42	0	326	0	"PMID:18228033"
"N"	"EcR"	"7227.FBpp0070483"	"7227.FBpp0291631"	0	0	0	0	0	109	0	0	0	0	0	399	0	441	0	"PMID:9636080, PMID:9348346, PMID:7958912, PMID:7867504, PMID:24949430, PMID:24945255, PMID:24710550, PMID:24586968, PMID:24440396, PMID:24357227, PMID:24295205, PMID:24127599, PMID:24074028, PMID:24068890, PMID:23839338, PMID:23383307, PMID:23271984, PMID:23213409, PMID:23185495, PMID:23166712, PMID:23115191, PMID:23056538, PMID:22988450, PMID:22912810, PMID:22792190, PMID:22720165, PMID:22661915, PMID:22563243, PMID:22485144, PMID:22147907, 
    PMID:22131903, PMID:22005572, PMID:21937884, PMID:21651764, PMID:21518857, PMID:21483667, PMID:21482673, PMID:21385730, PMID:21352545, PMID:21298067, PMID:21212394, PMID:21203589, PMID:21115818, PMID:2110921, PMID:21059887, PMID:20959619, PMID:20881124, PMID:20685964, PMID:20668662, PMID:20595229, PMID:20569203, PMID:20551433, PMID:20442782, PMID:20308360, PMID:2016053, PMID:20122139, PMID:20061803, PMID:20038531, PMID:19574532, PMID:19378459, 
    PMID:19240253, PMID:19223557, PMID:19154610, PMID:19098434, PMID:19015542, PMID:18820463, PMID:18779369, PMID:18614577, PMID:18577233, PMID:18556469, PMID:18391175, PMID:18391169, PMID:18377642, PMID:18369162, PMID:18067683, PMID:17937502, PMID:17928586, PMID:17898204, PMID:17615393, PMID:17609501, PMID:17322404, PMID:17309865, PMID:17082773, PMID:16963494, PMID:16763555, PMID:16728463, PMID:16528385, PMID:16469766, PMID:16434470, PMID:16397584, 
    PMID:16183916, PMID:15987768, PMID:15944381, PMID:15940829, PMID:15618481, PMID:15537690, PMID:15257293, PMID:15256501, PMID:1516831, PMID:14769827, PMID:14754886, PMID:12852852, PMID:12783990, PMID:12482982, PMID:12403714, PMID:12361960, PMID:12193407, PMID:12077188, PMID:12006672, PMID:11880638, PMID:11435614, PMID:11427693, PMID:11340170, PMID:11274417, PMID:11174844, PMID:11171343, PMID:11121510, PMID:11092806, PMID:11080159, PMID:10772652, 
    PMID:10631178, PMID:10368774"
"Ube3a"	"EcR"	"7227.FBpp0075916"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	93	0	0	163	0	208	0	"PMID:9852581, PMID:24058856, PMID:22267841, PMID:21527733, PMID:20943912, PMID:18650936, PMID:18515312, PMID:17047674, PMID:15677708, PMID:15656270, PMID:15005460, PMID:11588148"
"ebi"	"EcR"	"7227.FBpp0077715"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	0	0	0	170	0	169	0	"PMID:22792190, PMID:22666340, PMID:19678741, PMID:19043594, PMID:17519354, PMID:16763555, PMID:15940829, PMID:15695367, PMID:14645129, PMID:11427696, PMID:11145735"
"fng"	"EcR"	"7227.FBpp0077925"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	0	0	0	157	88	198	0	"PMID:24885009, PMID:24718369, PMID:22720165, PMID:22186017, PMID:21680471, PMID:21680459, PMID:21483667, PMID:19878565, PMID:19448274, PMID:18505883, PMID:18369162, PMID:17297145, PMID:16236766, PMID:15940829, PMID:14709173, PMID:12713017, PMID:11880638"
"Hdac3"	"EcR"	"7227.FBpp0078414"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	97	0	0	300	0	340	0	"PMID:22666340, PMID:22514307, PMID:22050674, PMID:21867551, PMID:21527733, PMID:21293009, PMID:21203589, PMID:21124834, PMID:21059887, PMID:20367257, PMID:19678741, PMID:19377285, PMID:19243223, PMID:19129513, PMID:19043594, PMID:19008924, PMID:18454196, PMID:18393635, PMID:18391169, PMID:18174916, PMID:17991879, PMID:17803358, PMID:17519354, PMID:17090700, PMID:16763555, PMID:16582985, PMID:16481466, PMID:16212874, PMID:15695367, PMID:15677708, 
    PMID:15192080, PMID:15016912, PMID:14645129, PMID:12446772, PMID:12077326, PMID:12052894, PMID:11909814, PMID:11427696, PMID:11427693, PMID:11145735"
"neur"	"EcR"	"7227.FBpp0081481"	"7227.FBpp0291631"	0	0	0	0	0	196	0	0	0	0	0	57	0	209	0	"PMID:7958912, PMID:20367257, PMID:19448274, PMID:18573871, PMID:17118159, PMID:16267093, PMID:1516831, PMID:14709173"
"H"	"EcR"	"7227.FBpp0083322"	"7227.FBpp0291631"	0	0	0	0	0	213	0	0	0	0	0	0	0	213	0	"PMID:1516831, PMID:11438594"
"Hey"	"EcR"	"7227.FBpp0087945"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	0	0	0	222	0	222	0	"PMID:7851783, PMID:22937093, PMID:22661915, PMID:22292011, PMID:21937884, PMID:21729283, PMID:21606367, PMID:21527733, PMID:21352545, PMID:21345978, PMID:2110921, PMID:20935518, PMID:20881124, PMID:20864816, PMID:20668662, PMID:20585501, PMID:20543559, PMID:20479940, PMID:20160481, PMID:20061803, PMID:19684108, PMID:19098434, PMID:18687735, PMID:18391175, PMID:18369162, PMID:18272690, PMID:17416640, PMID:17247338, PMID:17237346, PMID:16763555, 
    PMID:16437159, PMID:15901668, PMID:1516831, PMID:14769827, PMID:14749431, PMID:11909814"
"gro"	"EcR"	"7227.FBpp0089115"	"7227.FBpp0291631"	0	0	0	0	0	123	0	0	97	0	0	258	0	361	0	"PMID:7958912, PMID:24244197, PMID:22949507, PMID:22720165, PMID:22485144, PMID:21546760, PMID:21385730, PMID:21212394, PMID:21203442, PMID:20926656, PMID:20688956, PMID:20551433, PMID:20194965, PMID:20107208, PMID:19448274, PMID:19197358, PMID:19043594, PMID:18715994, PMID:18454196, PMID:18369162, PMID:17923694, PMID:17881611, PMID:17615393, PMID:16917507, PMID:16880385, PMID:16547170, PMID:16294024, PMID:14645129, PMID:12952888, PMID:12052894, 
    PMID:12023297, PMID:11909814, PMID:11493575, PMID:11311169, PMID:11113191, PMID:11080159, PMID:11023972, PMID:10531441, PMID:10377270"
"h"	"EcR"	"7227.FBpp0099504"	"7227.FBpp0291631"	0	0	0	0	0	0	0	0	0	0	0	166	0	165	0	"PMID:9570770, PMID:24217617, PMID:22403242, PMID:21720545, PMID:20959619, PMID:20940404, PMID:2044954, PMID:20367257, PMID:20200449, PMID:18084051, PMID:18032650, PMID:17928434, PMID:16959968, PMID:16501026, PMID:15940829, PMID:15618481, PMID:15601881, PMID:15479858, PMID:15456813, PMID:15455051, PMID:14610026, PMID:12466195, PMID:11923209, PMID:10851134"
"kuz"	"EcR"	"7227.FBpp0111799"	"7227.FBpp0291631"	0	0	0	0	0	185	0	0	0	0	0	90	0	226	0	"PMID:9267764, PMID:22720165, PMID:21527733, PMID:21212394, PMID:19878565, PMID:19448274, PMID:17937502, PMID:16306453, PMID:16051667, PMID:15944381"
"lin19"	"Ctr1A"	"7227.FBpp0087921"	"7227.FBpp0300818"	0	0	0	0	0	0	0	0	0	0	0	0	164	163	0	"NA"
"N"	"Smr"	"7227.FBpp0070483"	"7227.FBpp0305909"	0	0	0	0	0	113	0	69	68	0	472	298	67	671	0	"PMID:9852149, PMID:9822714, PMID:9162037, PMID:8804307, PMID:7958901, PMID:6300356, PMID:3142853, PMID:24977024, PMID:24618901, PMID:24358021, PMID:23913923, PMID:23213409, PMID:23166712, PMID:22927943, PMID:22879948, PMID:22355117, PMID:22298658, PMID:22041576, PMID:21886484, PMID:21635778, PMID:21041480, PMID:20485341, PMID:18929655, PMID:18776638, PMID:18757933, PMID:18430928, PMID:18039873, PMID:17903264, PMID:17322404, PMID:17251265, 
    PMID:17246310, PMID:17245914, PMID:16763555, PMID:16504047, PMID:16103211, PMID:15930109, PMID:1350558, PMID:12897056, PMID:12388116, PMID:12230979, PMID:12223465, PMID:11435614, PMID:11080159, PMID:10698942"
"ebi"	"Smr"	"7227.FBpp0077715"	"7227.FBpp0305909"	0	0	0	0	0	0	0	0	891	0	0	493	910	994	0	"PMID:24618901, PMID:22666340, PMID:22041576, PMID:20700451, PMID:19043594, PMID:18929655, PMID:18430928, PMID:18309295, PMID:17519354, PMID:16763555, PMID:16421255, PMID:15930109, PMID:15695367, PMID:15491994, PMID:14645129, PMID:11113190"
"Hdac3"	"Smr"	"7227.FBpp0078414"	"7227.FBpp0305909"	0	0	0	0	0	0	0	0	804	0	678	525	726	990	0	"PMID:24636457, PMID:24618901, PMID:24607507, PMID:22927943, PMID:22913342, PMID:22879948, PMID:22666340, PMID:22050674, PMID:21941619, PMID:21737682, PMID:20926591, PMID:20628574, PMID:20167942, PMID:20133788, PMID:19043594, PMID:18929655, PMID:18714374, PMID:18568057, PMID:18454196, PMID:18451879, PMID:18430928, PMID:18309295, PMID:17519354, PMID:17090700, PMID:16912271, PMID:16763555, PMID:16632473, PMID:16481466, PMID:16421255, PMID:16121196, 
    PMID:15695367, PMID:15491994, PMID:15016912, PMID:14645129, PMID:12446772, PMID:12223465, PMID:12077326, PMID:11909966, PMID:11784859, PMID:11416139, PMID:11331609, PMID:11113190, PMID:11102443"
"H"	"Smr"	"7227.FBpp0083322"	"7227.FBpp0305909"	0	0	0	0	0	188	0	0	0	0	0	0	0	188	0	"NA"
"Hey"	"Smr"	"7227.FBpp0087945"	"7227.FBpp0305909"	0	0	0	0	0	0	0	0	98	0	0	102	719	752	0	"PMID:23275874, PMID:21635778, PMID:21283619, PMID:21124962, PMID:20615942, PMID:20167942, PMID:19018274, PMID:18039873, PMID:16763555, PMID:16103211, PMID:15930109"
"gro"	"Smr"	"7227.FBpp0089115"	"7227.FBpp0305909"	0	0	0	0	0	137	0	0	0	0	0	260	64	350	0	"PMID:9632760, PMID:21737682, PMID:21041480, PMID:19448274, PMID:19437622, PMID:19247946, PMID:19043594, PMID:18929655, PMID:18454196, PMID:18309295, PMID:18039873, PMID:16611987, PMID:16186109, PMID:16103211, PMID:14645129, PMID:12223465, PMID:11493575, PMID:11416139, PMID:11113190, PMID:11080159, PMID:11023972"
"Lasp"	"Smr"	"7227.FBpp0099495"	"7227.FBpp0305909"	0	0	0	0	0	183	0	0	0	0	0	0	0	183	0	"NA"
"h"	"Smr"	"7227.FBpp0099504"	"7227.FBpp0305909"	0	0	0	0	0	110	0	0	68	0	578	77	131	668	0	"PMID:24636457, PMID:23372826, PMID:21411528, PMID:21305002, PMID:20139718, PMID:19325170, PMID:12897056, PMID:11970952, PMID:11923209, PMID:10893261"
"kuz"	"Smr"	"7227.FBpp0111799"	"7227.FBpp0305909"	0	0	0	0	0	339	0	0	0	0	0	43	0	340	0	"PMID:20139718, PMID:19448274"
"Nup153"	"Smr"	"7227.FBpp0112385"	"7227.FBpp0305909"	0	0	0	0	0	445	0	0	0	0	0	44	0	446	0	"PMID:19067489"
"EcR"	"Smr"	"7227.FBpp0291631"	"7227.FBpp0305909"	0	0	0	0	0	169	0	736	136	0	0	634	101	926	0	"PMID:9790572, PMID:8224849, PMID:24732043, PMID:24007644, PMID:23300902, PMID:23213409, PMID:23166712, PMID:22912598, PMID:22666340, PMID:22209907, PMID:22050674, PMID:21989237, PMID:21981918, PMID:21900267, PMID:21273704, PMID:20652016, PMID:20584983, PMID:19995917, PMID:19448274, PMID:19350016, PMID:19214204, PMID:19043594, PMID:18773074, PMID:18573871, PMID:18454196, PMID:18188155, PMID:17519354, PMID:17322404, PMID:17256009, PMID:17246918, 
    PMID:17090700, PMID:17015464, PMID:16763555, PMID:16595883, PMID:16481466, PMID:16354717, PMID:15914712, PMID:15695367, PMID:15107428, PMID:15016912, PMID:14645129, PMID:12934068, PMID:12446772, PMID:12370123, PMID:12077326, PMID:11923209, PMID:11564603, PMID:11493575, PMID:11435614, PMID:11390354, PMID:11080159, PMID:11023972, PMID:10809233, PMID:10488333, PMID:10359315"
"dx"	"usp"	"7227.FBpp0070876"	"7227.FBpp0305937"	0	0	0	0	0	213	0	0	0	0	0	0	0	213	0	"NA"
"ebi"	"usp"	"7227.FBpp0077715"	"7227.FBpp0305937"	0	0	0	0	0	0	0	0	0	900	0	49	0	900	0	"PMID:19043594, PMID:14645129, PMID:11427696"
"EcR"	"usp"	"7227.FBpp0291631"	"7227.FBpp0305937"	0	0	0	0	645	0	0	993	819	900	345	991	166	999	0	"PMID:9988692, PMID:9852581, PMID:9843674, PMID:9806919, PMID:9790883, PMID:9765285, PMID:9717838, PMID:9716721, PMID:9661293, PMID:9653129, PMID:9637680, PMID:9636080, PMID:9581538, PMID:9580693, PMID:9576103, PMID:9570766, PMID:9521900, PMID:9514150, PMID:9501155, PMID:9460643, PMID:9408090, PMID:9391054, PMID:9224274, PMID:9216992, PMID:9165123, PMID:9134712, PMID:9131781, PMID:9131780, PMID:9122185, PMID:9104497, PMID:9101138, 
    PMID:9053308, PMID:9030683, PMID:8900593, PMID:8892313, PMID:8887679, PMID:8878682, PMID:8797587, PMID:8725145, PMID:8664420, PMID:8649409, PMID:8641050, PMID:8622939, PMID:8582609, PMID:8544820, PMID:8524239, PMID:8392478, PMID:8385270, PMID:8385039, PMID:8307324, PMID:8269843, PMID:8223281, PMID:8196667, PMID:8167571, PMID:8164672, PMID:8139576, PMID:8119129, PMID:8088449, PMID:8007953, PMID:8001825, PMID:7926749, PMID:7867504, PMID:7743931, 
    PMID:7649469, PMID:7644522, PMID:7597096, PMID:7579577, PMID:7479823, PMID:24982879, PMID:24945490, PMID:24885009, PMID:24866149, PMID:24845618, PMID:24805353, PMID:24794300, PMID:24709670, PMID:24704038, PMID:24688471, PMID:24669853, PMID:24586968, PMID:24556639, PMID:24507557, PMID:24465866, PMID:24361692, PMID:24336022, PMID:24285708, PMID:24204269, PMID:24204210, PMID:24173800, PMID:24173588, PMID:24133450, PMID:24120505, PMID:24068890, 
    PMID:24058856, PMID:24043825, PMID:24023771, PMID:24007644, PMID:23873076, PMID:23839338, PMID:23727127, PMID:23684738, PMID:23383307, PMID:23321980, PMID:23300902, PMID:23211750, PMID:23197702, PMID:23185495, PMID:23185238, PMID:23166644, PMID:23166607, PMID:23078528, PMID:23056242, PMID:23049766, PMID:23039844, PMID:22992320, PMID:22937093, PMID:22912598, PMID:22808194, PMID:22761585, PMID:22694217, PMID:22685585, PMID:22676916, PMID:22654869, 
    PMID:22654867, PMID:22654845, PMID:22628309, PMID:22574182, PMID:22479195, PMID:22308414, PMID:22131903, PMID:22050674, PMID:22002123, PMID:21991338, PMID:21989237, PMID:21971987, PMID:21958154, PMID:21937884, PMID:21901121, PMID:21900267, PMID:21832074, PMID:21795845, PMID:21734461, PMID:21734460, PMID:21734458, PMID:21734456, PMID:21734455, PMID:21734454, PMID:21734452, PMID:21734450, PMID:21715559, PMID:21680471, PMID:21680459, PMID:21655217, 
    PMID:21625546, PMID:21585578, PMID:21521537, PMID:21264254, PMID:21190938, PMID:21173217, PMID:21125558, PMID:21124981, PMID:21047941, PMID:20957188, PMID:20803583, PMID:20686704, PMID:20585501, PMID:20584983, PMID:20433737, PMID:20430856, PMID:20346164, PMID:20231890, PMID:20226095, PMID:20215472, PMID:20209436, PMID:20167077, PMID:20152013, PMID:20139421, PMID:20122139, PMID:20093179, PMID:20044931, PMID:20027309, PMID:20003373, PMID:19995917, 
    PMID:19887892, PMID:19878565, PMID:19863811, PMID:19785751, PMID:19750549, PMID:19710167, PMID:19646872, PMID:19552814, PMID:19490110, PMID:19463195, PMID:19428996, PMID:19389369, PMID:19268446, PMID:19267937, PMID:19237466, PMID:19218617, PMID:19214204, PMID:19211788, PMID:19154610, PMID:19126866, PMID:19043594, PMID:19015542, PMID:18980211, PMID:18769621, PMID:18716336, PMID:18695041, PMID:18689425, PMID:18616799, PMID:18614577, PMID:18606996, 
    PMID:1860615, PMID:18566664, PMID:18550751, PMID:18245346, PMID:18202373, PMID:18174916, PMID:18171683, PMID:18154659, PMID:17959850, PMID:17958902, PMID:17956872, PMID:17924685, PMID:17884338, PMID:17673910, PMID:17666588, PMID:17625007, PMID:17622316, PMID:17591924, PMID:17577409, PMID:17570491, PMID:17426125, PMID:17400815, PMID:1732738, PMID:17322404, PMID:17297145, PMID:17256009, PMID:17201771, PMID:17082813, PMID:17069641, PMID:17069634, 
    PMID:17065383, PMID:17064257, PMID:17015464, PMID:17011166, PMID:16914501, PMID:16880385, PMID:16879736, PMID:16855383, PMID:16850036, PMID:16783823, PMID:16756554, PMID:16707581, PMID:16672345, PMID:16651450, PMID:16547170, PMID:16495309, PMID:16490782, PMID:16481466, PMID:16356271, PMID:16354717, PMID:16284119, PMID:16267093, PMID:16264191, PMID:16230625, PMID:16211082, PMID:16210248, PMID:16122351, PMID:16116792, PMID:16087883, PMID:16081615, 
    PMID:16043864, PMID:15987944, PMID:15953509, PMID:15946903, PMID:15914712, PMID:15861218, PMID:15844229, PMID:15841227, PMID:15841223, PMID:15821117, PMID:15809296, PMID:15794746, PMID:15788394, PMID:15776001, PMID:15660250, PMID:15659487, PMID:15591032, PMID:15473904, PMID:15455059, PMID:15455055, PMID:15455050, PMID:15455045, PMID:15350617, PMID:15317132, PMID:15229322, PMID:15192079, PMID:15189568, PMID:15184511, PMID:15150408, PMID:15123783, 
    PMID:15107428, PMID:15105832, PMID:14993640, PMID:14990570, PMID:14977043, PMID:14976192, PMID:14756337, PMID:14693382, PMID:14645129, PMID:14630695, PMID:14624885, PMID:14610026, PMID:14603321, PMID:14599496, PMID:14595016, PMID:14594447, PMID:14593204, PMID:1327536, PMID:12934068, PMID:12881508, PMID:12809604, PMID:12746335, PMID:12674504, PMID:12674500, PMID:12654933, PMID:12556479, PMID:12554759, PMID:12522263, PMID:12502734, PMID:12464688, 
    PMID:12459199, PMID:12422244, PMID:12411578, PMID:12370123, PMID:12213236, PMID:12117766, PMID:12084064, PMID:12039078, PMID:12023297, PMID:11940655, PMID:11923209, PMID:11919265, PMID:11867625, PMID:11807040, PMID:11804781, PMID:11755059, PMID:11707498, PMID:11590207, PMID:11585799, PMID:11572785, PMID:11564603, PMID:11435614, PMID:11432742, PMID:11427696, PMID:11416209, PMID:11410526, PMID:11390382, PMID:11378412, PMID:11274407, PMID:11262243, 
    PMID:11223179, PMID:11180842, PMID:11171988, PMID:11171343, PMID:11163268, PMID:11113191, PMID:11105053, PMID:11092806, PMID:11080159, PMID:11073974, PMID:11053444, PMID:11032171, PMID:11023972, PMID:10976044, PMID:10933926, PMID:10931948, PMID:10924515, PMID:10920384, PMID:10851134, PMID:10825207, PMID:10824105, PMID:10805730, PMID:10783141, PMID:10750019, PMID:10744760, PMID:10715536, PMID:10713076, PMID:10683169, PMID:10637229, PMID:10612429, 
    PMID:10611292, PMID:10600455, PMID:10529899, PMID:10528412, PMID:10504412, PMID:10502114, PMID:10498692, PMID:10488333, PMID:10409761, PMID:10377270, PMID:10373539, PMID:10207062, PMID:10102573, PMID:10022975"
"Smr"	"usp"	"7227.FBpp0305909"	"7227.FBpp0305937"	0	0	0	0	0	0	0	0	171	0	0	494	74	577	0	"PMID:24007644, PMID:23300902, PMID:22912598, PMID:22050674, PMID:21989237, PMID:21900267, PMID:20584983, PMID:20133788, PMID:19995917, PMID:19214204, PMID:19043594, PMID:18039873, PMID:17322404, PMID:17256009, PMID:17015464, PMID:16481466, PMID:16354717, PMID:15914712, PMID:15107428, PMID:14645129, PMID:12934068, PMID:12370123, PMID:11923209, PMID:11564603, PMID:11435614, PMID:11080159, PMID:11023972, PMID:10488333"
